date,open,high,low,close,volume
2021-09-17,6.900000095367432,6.900000095367432,6.510000228881836,6.820000171661377,9906846
2021-09-20,6.820000171661377,6.820000171661377,6.429999828338623,6.710000038146973,3615000
2021-09-21,6.699999809265137,6.699999809265137,6.369999885559082,6.650000095367432,4204000
2021-09-23,6.75,7.28000020980835,6.75,6.929999828338623,15630912
2021-09-24,7.0,7.0,6.440000057220459,6.630000114440918,7510000
2021-09-27,6.630000114440918,6.800000190734863,6.21999979019165,6.599999904632568,11762368
2021-09-28,6.670000076293945,6.670000076293945,6.400000095367432,6.630000114440918,7945000
2021-09-29,6.630000114440918,6.630000114440918,6.139999866485596,6.150000095367432,8610000
2021-09-30,6.099999904632568,6.260000228881836,5.920000076293945,6.239999771118164,10740681
2021-10-04,6.199999809265137,6.320000171661377,5.980000019073486,6.21999979019165,3091000
2021-10-05,6.050000190734863,6.190000057220459,5.96999979019165,6.079999923706055,2936000
2021-10-06,6.25,6.25,5.96999979019165,6.099999904632568,4253000
2021-10-07,6.190000057220459,6.539999961853027,6.159999847412109,6.53000020980835,7796000
2021-10-08,6.630000114440918,6.71999979019165,6.329999923706055,6.639999866485596,6554541
2021-10-11,6.75,6.949999809265137,6.599999904632568,6.659999847412109,9360000
2021-10-12,6.599999904632568,6.679999828338623,6.28000020980835,6.369999885559082,6765000
2021-10-15,6.579999923706055,6.699999809265137,6.369999885559082,6.590000152587891,9209400
2021-10-18,6.699999809265137,6.880000114440918,6.53000020980835,6.880000114440918,13710000
2021-10-19,6.880000114440918,7.019999980926514,6.730000019073486,6.860000133514404,7027000
2021-10-20,7.0,7.25,6.920000076293945,7.199999809265137,10928577
2021-10-21,7.25,7.25,6.949999809265137,7.130000114440918,4727000
2021-10-22,7.25,7.28000020980835,7.090000152587891,7.25,5754000
2021-10-25,7.239999771118164,7.289999961853027,7.03000020980835,7.059999942779541,7712000
2021-10-26,7.099999904632568,7.159999847412109,6.889999866485596,7.070000171661377,3980000
2021-10-27,7.010000228881836,7.070000171661377,6.909999847412109,6.980000019073486,5322000
2021-10-28,7.0,7.050000190734863,6.659999847412109,6.699999809265137,4879000
2021-10-29,6.699999809265137,6.920000076293945,6.619999885559082,6.829999923706055,5864000
2021-11-01,6.800000190734863,6.800000190734863,6.5,6.599999904632568,5228000
2021-11-02,6.679999828338623,6.829999923706055,6.400000095367432,6.550000190734863,5275100
2021-11-03,6.590000152587891,6.710000038146973,6.309999942779541,6.519999980926514,5843000
2021-11-04,6.489999771118164,6.829999923706055,6.489999771118164,6.789999961853027,4088000
2021-11-05,6.75,6.96999979019165,6.659999847412109,6.800000190734863,5282351
2021-11-08,6.889999866485596,6.900000095367432,6.559999942779541,6.619999885559082,2661351
2021-11-09,6.730000019073486,7.059999942779541,6.659999847412109,7.010000228881836,10075147
2021-11-10,7.059999942779541,7.5,6.960000038146973,7.260000228881836,15177078
2021-11-11,7.380000114440918,7.550000190734863,7.150000095367432,7.199999809265137,7588000
2021-11-12,7.46999979019165,7.949999809265137,7.210000038146973,7.849999904632568,34410078
2021-11-15,7.849999904632568,8.369999885559082,7.699999809265137,8.289999961853027,37248077
2021-11-16,8.449999809265137,8.489999771118164,8.140000343322754,8.34000015258789,25466912
2021-11-17,8.460000038146973,8.460000038146973,8.09000015258789,8.329999923706055,12171142
2021-11-18,8.289999961853027,8.289999961853027,7.860000133514404,8.050000190734863,12499686
2021-11-19,7.900000095367432,8.170000076293945,7.599999904632568,7.730000019073486,15400172
2021-11-22,7.75,7.75,7.460000038146973,7.46999979019165,8988000
2021-11-23,7.380000114440918,7.599999904632568,7.190000057220459,7.309999942779541,8792000
2021-11-24,7.21999979019165,7.559999942779541,7.21999979019165,7.460000038146973,5441912
2021-11-25,7.559999942779541,7.559999942779541,7.340000152587891,7.449999809265137,3772000
2021-11-26,7.400000095367432,7.519999980926514,7.199999809265137,7.21999979019165,6018000
2021-11-29,7.21999979019165,7.329999923706055,7.0,7.210000038146973,4072000
2021-11-30,7.21999979019165,7.420000076293945,7.050000190734863,7.360000133514404,12902000
2021-12-01,7.329999923706055,7.380000114440918,6.840000152587891,6.900000095367432,12556000
2021-12-02,6.900000095367432,6.900000095367432,6.550000190734863,6.659999847412109,13939000
2021-12-03,6.659999847412109,6.800000190734863,6.619999885559082,6.630000114440918,6813000
2021-12-06,6.599999904632568,6.71999979019165,6.360000133514404,6.440000057220459,21970000
2021-12-07,6.449999809265137,6.710000038146973,6.5,6.670000076293945,8980900
2021-12-08,6.78000020980835,7.010000228881836,6.71999979019165,7.0,7247000
2021-12-09,7.059999942779541,7.239999771118164,6.96999979019165,7.03000020980835,6773188
2021-12-10,6.949999809265137,7.03000020980835,6.690000057220459,6.800000190734863,10667000
2021-12-13,6.800000190734863,7.099999904632568,6.75,6.809999942779541,5533000
2021-12-14,6.800000190734863,6.829999923706055,6.590000152587891,6.639999866485596,8806318
2021-12-15,6.639999866485596,6.920000076293945,6.610000133514404,6.679999828338623,7579046
2021-12-16,6.71999979019165,6.960000038146973,6.619999885559082,6.920000076293945,6761000
2021-12-17,6.920000076293945,7.199999809265137,6.849999904632568,6.880000114440918,11299143
2021-12-20,6.800000190734863,7.090000152587891,6.440000057220459,6.46999979019165,9810000
2021-12-21,6.710000038146973,6.989999771118164,6.340000152587891,6.949999809265137,7261379
2021-12-22,6.960000038146973,7.099999904632568,6.769999980926514,7.0,7368000
2021-12-23,7.0,7.159999847412109,6.78000020980835,6.829999923706055,5781200
2021-12-24,6.869999885559082,6.869999885559082,6.730000019073486,6.760000228881836,1981000
2021-12-28,6.760000228881836,6.760000228881836,6.510000228881836,6.519999980926514,7121676
2021-12-29,6.510000228881836,6.510000228881836,5.989999771118164,6.070000171661377,15587740
2021-12-30,6.070000171661377,6.210000038146973,6.050000190734863,6.139999866485596,5430076
2021-12-31,6.269999980926514,6.389999866485596,6.019999980926514,6.179999828338623,11189000
2022-01-03,6.269999980926514,6.389999866485596,6.179999828338623,6.300000190734863,3695000
2022-01-04,6.300000190734863,6.380000114440918,6.099999904632568,6.159999847412109,6232000
2022-01-05,6.159999847412109,6.159999847412109,5.5,5.690000057220459,21970600
2022-01-06,5.699999809265137,5.699999809265137,5.150000095367432,5.300000190734863,19882045
2022-01-07,5.360000133514404,5.639999866485596,5.21999979019165,5.599999904632568,18026000
2022-01-10,5.670000076293945,6.269999980926514,5.599999904632568,6.269999980926514,13909000
2022-01-11,6.239999771118164,6.389999866485596,5.96999979019165,6.119999885559082,12856000
2022-01-12,6.130000114440918,6.449999809265137,6.199999809265137,6.440000057220459,9426000
2022-01-13,6.559999942779541,6.570000171661377,6.199999809265137,6.199999809265137,8662500
2022-01-14,6.099999904632568,6.349999904632568,6.070000171661377,6.300000190734863,3320000
2022-01-17,6.300000190734863,6.420000076293945,6.260000228881836,6.309999942779541,4880000
2022-01-18,6.309999942779541,6.480000019073486,6.21999979019165,6.340000152587891,3739000
2022-01-19,6.289999961853027,6.340000152587891,6.019999980926514,6.190000057220459,5935000
2022-01-20,6.190000057220459,6.340000152587891,6.139999866485596,6.320000171661377,8776032
2022-01-21,6.320000171661377,6.340000152587891,6.170000076293945,6.25,5370000
2022-01-24,6.159999847412109,6.230000019073486,5.840000152587891,6.110000133514404,10754000
2022-01-25,6.059999942779541,6.059999942779541,5.670000076293945,5.679999828338623,10419000
2022-01-26,5.900000095367432,5.900000095367432,5.53000020980835,5.679999828338623,6313000
2022-01-27,5.599999904632568,5.599999904632568,5.230000019073486,5.289999961853027,9647000
2022-01-28,5.210000038146973,5.210000038146973,4.730000019073486,4.900000095367432,21174300
2022-01-31,5.28000020980835,5.28000020980835,5.28000020980835,5.28000020980835,0
2022-02-04,5.300000190734863,5.599999904632568,5.289999961853027,5.550000190734863,8669000
2022-02-07,5.550000190734863,5.650000095367432,5.369999885559082,5.650000095367432,8249000
2022-02-08,5.599999904632568,5.599999904632568,5.230000019073486,5.409999847412109,7198000
2022-02-09,5.5,5.639999866485596,5.380000114440918,5.570000171661377,9059000
2022-02-10,5.570000171661377,5.670000076293945,5.239999771118164,5.449999809265137,11228000
2022-02-11,5.449999809265137,5.519999980926514,5.230000019073486,5.300000190734863,8636420
2022-02-14,5.21999979019165,5.28000020980835,4.980000019073486,5.010000228881836,7691000
2022-02-15,4.980000019073486,5.159999847412109,4.980000019073486,5.119999885559082,5011000
2022-02-16,5.300000190734863,5.349999904632568,5.070000171661377,5.190000057220459,4367500
2022-02-17,5.25,5.289999961853027,5.119999885559082,5.239999771118164,3127500
2022-02-18,5.269999980926514,5.400000095367432,5.159999847412109,5.239999771118164,4845645
2022-02-21,5.230000019073486,5.269999980926514,5.110000133514404,5.239999771118164,3022645
2022-02-22,5.170000076293945,5.25,4.980000019073486,5.150000095367432,7028800
2022-02-23,5.150000095367432,5.449999809265137,5.099999904632568,5.349999904632568,5812000
2022-02-24,5.300000190734863,5.300000190734863,4.980000019073486,5.079999923706055,5953000
2022-02-25,5.079999923706055,5.369999885559082,5.079999923706055,5.349999904632568,5466000
2022-02-28,5.349999904632568,5.730000019073486,5.269999980926514,5.710000038146973,10821000
2022-03-01,5.679999828338623,5.800000190734863,5.610000133514404,5.75,4908000
2022-03-02,5.800000190734863,5.849999904632568,5.539999961853027,5.739999771118164,4801000
2022-03-03,5.630000114440918,5.739999771118164,5.449999809265137,5.550000190734863,3640718
2022-03-04,5.449999809265137,5.449999809265137,5.150000095367432,5.25,5719000
2022-03-07,5.150000095367432,5.150000095367432,4.920000076293945,5.019999980926514,6060000
2022-03-08,5.010000228881836,5.179999828338623,4.980000019073486,5.03000020980835,6424000
2022-03-09,5.03000020980835,5.119999885559082,4.809999942779541,5.050000190734863,11688219
2022-03-10,5.130000114440918,5.28000020980835,4.730000019073486,4.760000228881836,17582000
2022-03-11,4.739999771118164,4.739999771118164,3.7899999618530273,3.9200000762939453,35432500
2022-03-14,3.799999952316284,4.070000171661377,3.700000047683716,3.869999885559082,19120000
2022-03-15,3.869999885559082,3.9700000286102295,3.2300000190734863,3.380000114440918,25304000
2022-03-16,3.509999990463257,4.21999979019165,3.430000066757202,4.179999828338623,35125200
2022-03-17,4.489999771118164,4.699999809265137,4.289999961853027,4.599999904632568,20321000
2022-03-18,4.5,4.730000019073486,4.21999979019165,4.599999904632568,13606000
2022-03-21,4.78000020980835,4.78000020980835,4.380000114440918,4.579999923706055,6469000
2022-03-22,4.53000020980835,4.75,4.489999771118164,4.710000038146973,3388000
2022-03-23,4.78000020980835,5.0,4.760000228881836,4.840000152587891,8591000
2022-03-24,4.699999809265137,4.940000057220459,4.699999809265137,4.880000114440918,3763000
2022-03-25,4.880000114440918,4.960000038146973,4.5,4.559999942779541,7050000
2022-03-28,4.599999904632568,4.679999828338623,4.380000114440918,4.449999809265137,7347000
2022-03-29,4.570000171661377,4.659999847412109,4.5,4.610000133514404,6476000
2022-03-30,4.679999828338623,4.889999866485596,4.639999866485596,4.829999923706055,5817000
2022-03-31,4.949999809265137,4.949999809265137,4.599999904632568,4.78000020980835,5593012
2022-04-01,4.769999980926514,4.769999980926514,4.159999847412109,4.480000019073486,10296000
2022-04-04,4.5,4.829999923706055,4.5,4.800000190734863,6062000
2022-04-06,4.650000095367432,4.820000171661377,4.599999904632568,4.710000038146973,6624000
2022-04-07,4.769999980926514,4.769999980926514,4.199999809265137,4.289999961853027,13000000
2022-04-08,4.400000095367432,4.409999847412109,4.179999828338623,4.269999980926514,4102000
2022-04-11,4.369999885559082,4.369999885559082,3.809999942779541,3.890000104904175,8831000
2022-04-12,4.0,4.119999885559082,3.8299999237060547,4.039999961853027,7535000
2022-04-13,4.039999961853027,4.059999942779541,3.869999885559082,3.9700000286102295,1553000
2022-04-14,4.039999961853027,4.130000114440918,3.9800000190734863,4.079999923706055,5570000
2022-04-19,4.0,4.019999980926514,3.8499999046325684,3.950000047683716,5125000
2022-04-20,4.0,4.0,3.8299999237060547,3.9100000858306885,2997000
2022-04-21,3.9000000953674316,3.9000000953674316,3.700000047683716,3.7899999618530273,6376000
2022-04-22,3.680000066757202,3.9000000953674316,3.680000066757202,3.859999895095825,5182000
2022-04-25,3.859999895095825,4.130000114440918,3.7100000381469727,3.799999952316284,12121000
2022-04-26,3.9100000858306885,4.079999923706055,3.799999952316284,3.8499999046325684,8606000
2022-04-27,3.8499999046325684,4.150000095367432,3.75,4.139999866485596,12133000
2022-04-28,4.130000114440918,4.139999866485596,3.7799999713897705,3.869999885559082,3577900
2022-04-29,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,0
2022-05-03,3.869999885559082,3.869999885559082,3.869999885559082,3.869999885559082,0
2022-05-04,3.9700000286102295,4.380000114440918,3.9700000286102295,4.300000190734863,7359000
2022-05-05,4.46999979019165,4.5,3.880000114440918,3.9000000953674316,12985000
2022-05-06,3.690000057220459,3.940000057220459,3.640000104904175,3.869999885559082,8438935
2022-05-10,3.7699999809265137,3.7699999809265137,3.5,3.690000057220459,13689000
2022-05-11,3.7300000190734863,4.0,3.509999990463257,3.880000114440918,10559000
2022-05-12,3.869999885559082,3.940000057220459,3.740000009536743,3.799999952316284,7174000
2022-05-13,3.930000066757202,4.070000171661377,3.5799999237060547,3.75,23141000
2022-05-16,3.75,3.880000114440918,3.740000009536743,3.8399999141693115,3527000
2022-05-17,3.9200000762939453,4.090000152587891,3.859999895095825,4.019999980926514,12095000
2022-05-18,4.099999904632568,4.119999885559082,3.940000057220459,4.039999961853027,8540000
2022-05-19,3.950000047683716,4.03000020980835,3.809999942779541,3.9800000190734863,5682100
2022-05-20,4.0,4.099999904632568,3.990000009536743,4.050000190734863,5364380
2022-05-23,4.090000152587891,4.090000152587891,3.950000047683716,4.050000190734863,2883380
2022-05-24,4.090000152587891,4.090000152587891,3.880000114440918,3.9000000953674316,4192002
2022-05-25,3.9000000953674316,3.950000047683716,3.8399999141693115,3.9200000762939453,2994000
2022-05-26,3.9200000762939453,3.9200000762939453,3.75,3.9000000953674316,5805000
2022-05-27,4.0,4.019999980926514,3.9100000858306885,3.9600000381469727,2567000
2022-05-30,3.9000000953674316,4.010000228881836,3.859999895095825,4.0,5410998
2022-05-31,4.050000190734863,4.159999847412109,3.9600000381469727,4.090000152587891,24911570
2022-06-01,4.090000152587891,4.139999866485596,3.950000047683716,3.9600000381469727,5055998
2022-06-02,3.9600000381469727,4.070000171661377,3.9100000858306885,4.039999961853027,2762000
2022-06-06,4.019999980926514,4.46999979019165,4.019999980926514,4.420000076293945,13344344
2022-06-07,4.429999828338623,4.46999979019165,4.230000019073486,4.349999904632568,7111000
2022-06-08,4.349999904632568,4.519999980926514,4.300000190734863,4.429999828338623,6981000
2022-06-09,4.519999980926514,4.679999828338623,4.25,4.320000171661377,9538000
2022-06-10,4.300000190734863,4.949999809265137,4.170000076293945,4.849999904632568,20999736
2022-06-13,4.679999828338623,5.130000114440918,4.679999828338623,4.900000095367432,11322000
2022-06-14,4.71999979019165,4.840000152587891,4.53000020980835,4.809999942779541,12157000
2022-06-15,4.809999942779541,4.940000057220459,4.800000190734863,4.909999847412109,4684000
2022-06-16,4.909999847412109,4.940000057220459,4.699999809265137,4.769999980926514,4724152
2022-06-17,4.789999961853027,4.940000057220459,4.71999979019165,4.889999866485596,4613415
2022-06-20,4.889999866485596,5.019999980926514,4.829999923706055,4.980000019073486,3173000
2022-06-21,4.980000019073486,5.199999809265137,4.980000019073486,5.110000133514404,7020000
2022-06-22,5.199999809265137,5.28000020980835,4.889999866485596,4.929999828338623,5294000
2022-06-23,4.929999828338623,5.050000190734863,4.760000228881836,4.929999828338623,8565000
2022-06-24,4.929999828338623,5.119999885559082,4.900000095367432,5.059999942779541,5413000
2022-06-27,5.110000133514404,5.199999809265137,4.96999979019165,5.070000171661377,8934000
2022-06-28,5.070000171661377,5.119999885559082,4.809999942779541,4.949999809265137,4038000
2022-06-29,4.980000019073486,4.980000019073486,4.670000076293945,4.78000020980835,7263000
2022-06-30,4.849999904632568,4.849999904632568,4.5,4.639999866485596,6013000
2022-07-04,4.639999866485596,4.75,4.5,4.670000076293945,4154000
2022-07-05,4.670000076293945,4.829999923706055,4.539999961853027,4.610000133514404,4217245
2022-07-06,4.610000133514404,4.670000076293945,4.449999809265137,4.46999979019165,3293245
2022-07-07,4.480000019073486,4.480000019073486,4.300000190734863,4.429999828338623,3959000
2022-07-08,4.429999828338623,4.559999942779541,4.429999828338623,4.519999980926514,2195000
2022-07-11,4.519999980926514,4.519999980926514,4.340000152587891,4.440000057220459,2107000
2022-07-12,4.389999866485596,4.429999828338623,4.360000133514404,4.369999885559082,2419000
2022-07-13,4.380000114440918,4.380000114440918,4.210000038146973,4.230000019073486,3682000
2022-07-14,4.25,4.360000133514404,4.099999904632568,4.239999771118164,4274000
2022-07-15,4.179999828338623,4.289999961853027,4.070000171661377,4.090000152587891,3381000
2022-07-18,4.179999828338623,4.210000038146973,3.950000047683716,4.199999809265137,3236968
2022-07-19,4.139999866485596,4.190000057220459,4.059999942779541,4.059999942779541,1278000
2022-07-20,4.110000133514404,4.239999771118164,4.110000133514404,4.179999828338623,1714415
2022-07-21,4.179999828338623,4.25,4.119999885559082,4.150000095367432,1334000
2022-07-22,4.190000057220459,4.199999809265137,4.110000133514404,4.159999847412109,1197000
2022-07-25,4.170000076293945,4.199999809265137,4.03000020980835,4.119999885559082,1843000
2022-07-26,4.119999885559082,4.170000076293945,4.059999942779541,4.139999866485596,1120000
2022-07-27,4.059999942779541,4.110000133514404,3.990000009536743,4.010000228881836,2469000
2022-07-28,4.019999980926514,4.21999979019165,4.019999980926514,4.079999923706055,2695000
2022-07-29,4.079999923706055,4.170000076293945,4.0,4.010000228881836,4526000
2022-08-01,4.050000190734863,4.050000190734863,3.9100000858306885,3.940000057220459,3976000
2022-08-02,3.940000057220459,3.940000057220459,3.7300000190734863,3.7799999713897705,5560000
2022-08-03,3.7799999713897705,3.880000114440918,3.6500000953674316,3.740000009536743,4584000
2022-08-04,3.7799999713897705,4.019999980926514,3.75,4.0,11823653
2022-08-05,4.0,4.179999828338623,3.9800000190734863,4.139999866485596,3455000
2022-08-08,4.119999885559082,4.130000114440918,3.7799999713897705,3.809999942779541,9454000
2022-08-09,3.799999952316284,3.8399999141693115,3.6700000762939453,3.819999933242798,4027998
2022-08-10,3.809999942779541,3.809999942779541,3.5899999141693115,3.680000066757202,5088000
2022-08-11,3.809999942779541,3.809999942779541,3.569999933242798,3.6700000762939453,3390000
2022-08-12,3.680000066757202,3.740000009536743,3.5899999141693115,3.680000066757202,3039000
2022-08-15,3.690000057220459,3.7899999618530273,3.6500000953674316,3.75,4793000
2022-08-16,3.819999933242798,3.819999933242798,3.619999885559082,3.700000047683716,3410000
2022-08-17,3.7799999713897705,3.7799999713897705,3.569999933242798,3.619999885559082,3328000
2022-08-18,3.640000104904175,3.6500000953674316,3.5,3.5299999713897705,2225000
2022-08-19,3.640000104904175,3.640000104904175,3.5399999618530273,3.5899999141693115,1200000
2022-08-22,3.5799999237060547,3.619999885559082,3.4700000286102295,3.5999999046325684,2892000
2022-08-23,3.5299999713897705,3.5799999237060547,3.369999885559082,3.450000047683716,3195000
2022-08-24,3.450000047683716,3.5,3.200000047683716,3.25,8135000
2022-08-25,3.25,3.369999885559082,3.200000047683716,3.369999885559082,1798000
2022-08-26,3.430000066757202,3.569999933242798,3.369999885559082,3.559999942779541,4026000
2022-08-29,3.490000009536743,3.609999895095825,3.4600000381469727,3.569999933242798,3209000
2022-08-30,3.5999999046325684,3.5999999046325684,3.4700000286102295,3.5999999046325684,2970000
2022-08-31,3.5299999713897705,3.9000000953674316,3.5299999713897705,3.7799999713897705,5595000
2022-09-01,3.7899999618530273,3.880000114440918,3.5899999141693115,3.6500000953674316,8269000
2022-09-02,3.6600000858306885,3.6600000858306885,3.4200000762939453,3.4600000381469727,8762000
2022-09-05,3.509999990463257,3.559999942779541,3.359999895095825,3.549999952316284,7245614
2022-09-06,3.569999933242798,3.619999885559082,3.3499999046325684,3.4100000858306885,6957000
2022-09-07,3.319999933242798,3.3499999046325684,2.809999942779541,2.819999933242798,20457000
2022-09-08,2.940000057220459,3.25,2.819999933242798,2.890000104904175,27772000
2022-09-09,2.950000047683716,3.1500000953674316,2.8299999237060547,3.0899999141693115,21298000
2022-09-13,3.1500000953674316,3.1500000953674316,2.8499999046325684,2.890000104904175,9324480
2022-09-14,2.859999895095825,2.880000114440918,2.380000114440918,2.4800000190734863,29082000
2022-09-15,2.4800000190734863,2.630000114440918,2.4100000858306885,2.569999933242798,11143000
2022-09-16,2.569999933242798,2.5999999046325684,2.380000114440918,2.440000057220459,13805000
2022-09-19,2.440000057220459,2.619999885559082,2.4100000858306885,2.5,13706000
2022-09-20,2.5,2.5799999237060547,2.450000047683716,2.5799999237060547,7462000
2022-09-21,2.549999952316284,2.609999895095825,2.4800000190734863,2.5799999237060547,6918000
2022-09-22,2.549999952316284,2.5899999141693115,2.4600000381469727,2.559999942779541,5779000
2022-09-23,2.569999933242798,2.609999895095825,2.509999990463257,2.5199999809265137,7634000
2022-09-26,2.5199999809265137,2.5399999618530273,2.450000047683716,2.509999990463257,4427000
2022-09-27,2.5199999809265137,2.5199999809265137,2.440000057220459,2.5,2932000
2022-09-28,2.5,2.5,2.130000114440918,2.1500000953674316,15083000
2022-09-29,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0
2022-09-30,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0
2022-10-03,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0
2022-10-05,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0
2022-10-06,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0
2022-10-07,2.190000057220459,2.25,1.9800000190734863,2.0299999713897705,11617000
2022-10-10,2.0799999237060547,2.0899999141693115,1.9500000476837158,2.0299999713897705,9968000
2022-10-11,2.0299999713897705,2.069999933242798,1.9600000381469727,2.009999990463257,14742000
2022-10-12,2.0299999713897705,2.049999952316284,1.7999999523162842,1.899999976158142,13041000
2022-10-13,1.899999976158142,1.909999966621399,1.659999966621399,1.6699999570846558,16606000
2022-10-14,1.7999999523162842,1.9199999570846558,1.659999966621399,1.8200000524520874,27975000
2022-10-17,1.809999942779541,1.899999976158142,1.7100000381469727,1.8600000143051147,11782816
2022-10-18,1.9600000381469727,2.2300000190734863,1.9199999570846558,1.9800000190734863,21142000
2022-10-19,2.0,2.0,1.899999976158142,1.9800000190734863,4427000
2022-10-20,1.909999966621399,1.9800000190734863,1.850000023841858,1.899999976158142,6778000
2022-10-21,1.9299999475479126,1.9900000095367432,1.899999976158142,1.9900000095367432,4843000
2022-10-24,1.9199999570846558,1.9800000190734863,1.6799999475479126,1.7400000095367432,9263000
2022-10-25,1.7400000095367432,1.7899999618530273,1.6699999570846558,1.7799999713897705,6498000
2022-10-26,1.75,1.9900000095367432,1.75,1.8899999856948853,6258000
2022-10-27,1.9900000095367432,2.1500000953674316,1.9600000381469727,1.9900000095367432,15663000
2022-10-28,1.9900000095367432,2.0199999809265137,1.7400000095367432,1.8600000143051147,12148000
2022-10-31,1.8700000047683716,1.9500000476837158,1.8300000429153442,1.8700000047683716,6615000
2022-11-01,1.8700000047683716,2.130000114440918,1.8700000047683716,2.0999999046325684,16253062
2022-11-02,2.180000066757202,2.6700000762939453,2.140000104904175,2.549999952316284,31713000
2022-11-03,2.549999952316284,3.0,2.299999952316284,2.9000000953674316,46351000
2022-11-04,2.9100000858306885,3.490000009536743,2.9100000858306885,3.130000114440918,41749000
2022-11-07,3.119999885559082,3.759999990463257,3.109999895095825,3.630000114440918,36166184
2022-11-08,3.740000009536743,3.799999952316284,3.490000009536743,3.5999999046325684,27099000
2022-11-09,3.619999885559082,4.25,3.619999885559082,4.159999847412109,35403000
2022-11-10,4.0,4.130000114440918,3.5799999237060547,3.6600000858306885,38428000
2022-11-11,4.099999904632568,4.190000057220459,3.6600000858306885,3.700000047683716,44869000
2022-11-14,3.9600000381469727,4.260000228881836,3.7899999618530273,3.869999885559082,47252000
2022-11-15,3.869999885559082,4.329999923706055,3.75,4.019999980926514,43967000
2022-11-16,4.059999942779541,4.210000038146973,3.7899999618530273,3.9000000953674316,29344000
2022-11-17,3.880000114440918,3.9600000381469727,3.549999952316284,3.8499999046325684,19319000
2022-11-18,3.9200000762939453,4.079999923706055,3.690000057220459,3.7699999809265137,15134000
2022-11-21,3.7699999809265137,3.940000057220459,3.5999999046325684,3.859999895095825,10649000
2022-11-22,3.859999895095825,3.9000000953674316,3.4600000381469727,3.4600000381469727,18503000
2022-11-23,3.509999990463257,3.619999885559082,3.2799999713897705,3.359999895095825,15910000
