id,claim_id,source_id,document_sha256,page,section_or_table,page_line_start,page_line_end,text_snapshot_sha256,page_text_sha256,period,unit,currency,scope,audit_status,source_text,formula,limitations
MEITU-CRIT-011,fy2025.cash_capex_reported_lines,F01,03cbf35ab1961e85e0c45fc31e6b58751a3cb7f4ff8135f0275d06521a1edd0f,206,Consolidated Statement of Cash Flows · investing activities,13,18,ca6f34f570dd93d688fe02e2231c3770d7c1c782934bccc5199d238bc3c6733e,a6489804097ee50bd7939cd482a92357f8253eb7847fcba83b749c0716d3217c,FY2025,RMB thousand,RMB,consolidated_group_investing_cash_flow,audited,"购置物业设备、无形资产及土地使用权现金流分别为人民币 24,263、1,239 和 22,660 千元。","24,263 + 1,239 + 22,660 = 48,162","The RMB48,162 thousand total is a deterministic sum of disclosed cash-flow lines; it does not separate maintenance from growth investment."
MEITU-CRIT-012,fy2025.employee_share_based_compensation,F01,03cbf35ab1961e85e0c45fc31e6b58751a3cb7f4ff8135f0275d06521a1edd0f,233,Note 9 · Employee Benefit Expenses,5,14,ca6f34f570dd93d688fe02e2231c3770d7c1c782934bccc5199d238bc3c6733e,1ec3db62325878e38042b760c9b2e14c09e23dd2dcdc92b79bf91fae7c683e59,FY2025,RMB thousand,RMB,consolidated_group_employee_benefit_expense,audited,"2025 年员工福利费用中的股份支付为人民币 118,496 千元。",directly_reported,This recurring employee SBC is distinct from the separate non-cash expense arising from the Alibaba convertible-bond issuance.
MEITU-CRIT-013,fy2025.alibaba_cb_share_based_non_cash_expense,F01,03cbf35ab1961e85e0c45fc31e6b58751a3cb7f4ff8135f0275d06521a1edd0f,199,Consolidated Income Statement,8,18,ca6f34f570dd93d688fe02e2231c3770d7c1c782934bccc5199d238bc3c6733e,a746331487cfa46c29b05ee6148aecc11f63d57c9b69af09f0e3714d6474de77,FY2025,RMB thousand,RMB,consolidated_group_continuing_operations,audited,"可转债发行形成的股份支付非现金费用为人民币 511,811 千元。",directly_reported,The expense is non-cash but economically linked to the bond terms; any owner-earnings adjustment must explain its treatment.
MEITU-CRIT-014,q1_2026.total_paying_subscribers,F03,26c2ce17d1e78a2e48408f53babd64be4b3b6e18d72858d31c13259630865bb2,1,Q1 2026 Business Update · Core operating metrics,16,20,5862025093fa8c8698fe5fa1aca7491da845c77e6a958a87db297afe0c7e5f9d,7a6fae7007f518c98f064f82cc659e1c17f804c2be823fe979d3b0eeb771a073,Q1 2026 / as of March 2026,subscribers,,group_operating_metric,unaudited,"截至 2026 年 3 月，付费订阅用户超过 1,790 万，同比增长 30.2%。",directly_reported,The voluntary update was based on preliminary management accounts and was neither audited nor reviewed by the auditor.
MEITU-CRIT-015,q1_2026.productivity_paying_subscribers,F03,26c2ce17d1e78a2e48408f53babd64be4b3b6e18d72858d31c13259630865bb2,1,Q1 2026 Business Update · Core operating metrics,16,20,5862025093fa8c8698fe5fa1aca7491da845c77e6a958a87db297afe0c7e5f9d,7a6fae7007f518c98f064f82cc659e1c17f804c2be823fe979d3b0eeb771a073,Q1 2026 / as of March 2026,subscribers,,group_productivity_applications_operating_metric,unaudited,生产力应用付费用户为 234 万，同比增长 52.9%。,directly_reported,"No cohort retention, renewal rate or independently reconciled product-level revenue is disclosed in the update."
MEITU-CRIT-016,q1_2026.photo_video_design_revenue,F03,26c2ce17d1e78a2e48408f53babd64be4b3b6e18d72858d31c13259630865bb2,1,Q1 2026 Business Update · Core operating metrics,21,32,5862025093fa8c8698fe5fa1aca7491da845c77e6a958a87db297afe0c7e5f9d,7a6fae7007f518c98f064f82cc659e1c17f804c2be823fe979d3b0eeb771a073,Q1 2026,RMB million,RMB,group_core_business_revenue,unaudited,Q1 图片、视频及设计产品收入为人民币 8.52 亿元，同比增长 34.3%。,directly_reported,"This is a voluntary management update, not a complete quarterly income statement or cash-flow statement."
MEITU-CRIT-017,q1_2026.productivity_arr,F03,26c2ce17d1e78a2e48408f53babd64be4b3b6e18d72858d31c13259630865bb2,1,Q1 2026 Business Update · ARR definition,33,37,5862025093fa8c8698fe5fa1aca7491da845c77e6a958a87db297afe0c7e5f9d,7a6fae7007f518c98f064f82cc659e1c17f804c2be823fe979d3b0eeb771a073,Q1 2026 / as of March 2026,RMB million annualized,RMB,company_defined_productivity_applications_arr,unaudited,截至 2026 年 3 月，AI 驱动生产力应用 ARR 约人民币 5.8 亿元，同比增长 56.2%。,annualised monthly recurring revenue from active subscriptions and usage-based consumption,ARR is company-defined and annualized; it excludes non-recurring products and is not IFRS revenue recognized for the quarter.
MEITU-CRIT-018,fy2025.cash_and_cash_equivalents,F01,03cbf35ab1961e85e0c45fc31e6b58751a3cb7f4ff8135f0275d06521a1edd0f,202,Consolidated Balance Sheet · Current assets,21,31,ca6f34f570dd93d688fe02e2231c3770d7c1c782934bccc5199d238bc3c6733e,6e6a0eb603f2ea1dc3f2891fa953ee2e077739e411019febf3aad02bda158812,as of 2025-12-31,RMB thousand,RMB,consolidated_group_balance_sheet,audited,"2025 年末现金及现金等价物为人民币 3,514,504 千元。",directly_reported,"Cash is not the same as distributable excess cash; restricted cash, minimum operating cash and legal-entity access require separate treatment."
MEITU-CRIT-019,fy2025.short_term_borrowings,F01,03cbf35ab1961e85e0c45fc31e6b58751a3cb7f4ff8135f0275d06521a1edd0f,203,Consolidated Balance Sheet · Current liabilities,12,20,ca6f34f570dd93d688fe02e2231c3770d7c1c782934bccc5199d238bc3c6733e,255af7ea68e9a2fde93b84bb8167acfa5eb5b5d593a015c0996276b1c3d890b0,as of 2025-12-31,RMB thousand,RMB,consolidated_group_current_liabilities,audited,"2025 年末流动负债中的借款为人民币 20,000 千元。",directly_reported,"This row excludes the separately presented convertible bonds, lease liabilities and convertible redeemable preferred shares."
MEITU-CRIT-020,fy2025.convertible_bond_liability,F01,03cbf35ab1961e85e0c45fc31e6b58751a3cb7f4ff8135f0275d06521a1edd0f,203,Consolidated Balance Sheet · Current liabilities,12,20,ca6f34f570dd93d688fe02e2231c3770d7c1c782934bccc5199d238bc3c6733e,255af7ea68e9a2fde93b84bb8167acfa5eb5b5d593a015c0996276b1c3d890b0,as of 2025-12-31,RMB thousand,RMB,consolidated_group_current_liabilities,audited,"2025 年末可转债流动负债账面值为人民币 1,406,692 千元。",directly_reported,"This is the accounting debt component, not the US$250 million contractual principal or the cash amount due at maturity."
MEITU-CRIT-021,share_capital_2026_06_26.total_issued_shares,F06,a5fe0c8775671376bb95b6eb399993cebd629b696f41ef91cbb49d09def123a5,1,Next Day Disclosure Return · Section I.A,15,40,8a6cafa8386d9f458ca09f9e113054c528fce26366b3896448475b02610d29eb,706c6ed4834a8ce04182749353dcc09aa7de5c12fec2441de153143cdc52ab26,as of 2026-06-26,shares,,issuer_total_issued_ordinary_shares_including_treasury,not_applicable,"2026 年 6 月 26 日收市后已发行股份总数为 4,586,179,280 股。",directly_reported,Total issued shares include treasury shares and are not the correct denominator for all per-share calculations.
MEITU-CRIT-022,share_capital_2026_06_26.treasury_shares,F06,a5fe0c8775671376bb95b6eb399993cebd629b696f41ef91cbb49d09def123a5,1,Next Day Disclosure Return · Section I.A,15,40,8a6cafa8386d9f458ca09f9e113054c528fce26366b3896448475b02610d29eb,706c6ed4834a8ce04182749353dcc09aa7de5c12fec2441de153143cdc52ab26,as of 2026-06-26,shares,,issuer_treasury_ordinary_shares,not_applicable,"2026 年 6 月 26 日库存股为 63,002,500 股。",directly_reported,Treasury shares may later be cancelled or reissued; buyback headlines do not by themselves prove permanent denominator reduction.
MEITU-CRIT-023,share_capital_2026_06_26.issued_shares_excluding_treasury,F06,a5fe0c8775671376bb95b6eb399993cebd629b696f41ef91cbb49d09def123a5,1,Next Day Disclosure Return · Section I.A,15,40,8a6cafa8386d9f458ca09f9e113054c528fce26366b3896448475b02610d29eb,706c6ed4834a8ce04182749353dcc09aa7de5c12fec2441de153143cdc52ab26,as of 2026-06-26,shares,,issuer_issued_ordinary_shares_excluding_treasury,not_applicable,"2026 年 6 月 26 日不含库存股的已发行股份为 4,523,176,780 股。","4,586,179,280 - 63,002,500 = 4,523,176,780","This is a point-in-time denominator and does not include potential conversion shares, unvested awards or future reissuance."
MEITU-CRIT-024,alibaba_cb.contractual_principal,F14,87f27e999e523ddfc074850b561371783ff14e92891f20c2d100bdd8becec47f,4,Principal Terms of the Convertible Bonds,22,42,6dc209085a675ba0e5a257f87213cd07ea173474d47ffc9405cb10ba4dfd9755,aa295a3bb559452ed3e6b67fd4fda147d02c1b132342ee0b58f99a062d804ec4,contract announced 2025-05-20,USD,USD,issuer_convertible_bond_contract,not_applicable,"可转债本金为 250,000,000 美元，票息为年利率 1%。",directly_reported,Contractual principal differs from the IFRS debt-component carrying amount.
MEITU-CRIT-025,alibaba_cb.initial_conversion_price,F14,87f27e999e523ddfc074850b561371783ff14e92891f20c2d100bdd8becec47f,5,Convertible Bonds · Conversion Price and Right,2,17,6dc209085a675ba0e5a257f87213cd07ea173474d47ffc9405cb10ba4dfd9755,9e0198a88e87610ce6943ae2757556d8ffb4ba844807a79d0396337024fe4acb,contract announced 2025-05-20,HKD per share,HKD,issuer_convertible_bond_contract,not_applicable,初始转股价为每股 6.00 港元，并可按条款因特定事件调整。,directly_reported,"HK$6 is a conversion price, not an automatic conversion trigger or guaranteed floor for the market price."
MEITU-CRIT-026,alibaba_cb.maximum_conversion_shares,F14,87f27e999e523ddfc074850b561371783ff14e92891f20c2d100bdd8becec47f,10,Convertible Bonds · Conversion Shares,2,15,6dc209085a675ba0e5a257f87213cd07ea173474d47ffc9405cb10ba4dfd9755,487ac63108162f4299a80b8639ac3f03059a3dd1adb267cc499cfee2ec40daeb,contract announced 2025-05-20,shares,,issuer_maximum_potential_conversion_shares,not_applicable,"按初始转股价及计入初始到期日前应付利息，最大可发行 335,513,916 股转换股份。",contractual maximum based on principal and interest through initial maturity,The maximum includes interest through the initial maturity date and can change if the conversion price is adjusted.
MEITU-CRIT-027,alibaba_cb.post_conversion_dilution_at_completion,F07,10041adb64d4f0ce4382f277b551800b284de887631a91767dd3068d0688d268,2,Completion Announcement · Shareholding Structure,14,30,d269ff8bc83feba2dcac437db64bc2b757d6099d433c75906e6c51f81596eddf,0ba17d65fad6a7a63cb41fec8d7c2f7a3ae312f9726fe24e95e0fc565ddb2451,as of completion announcement 2025-12-31,percent of enlarged issued shares,,issuer_pro_forma_fully_converted_share_capital,not_applicable,"完成公告列示：全面转换后阿里持股 335,513,916 股，占扩大后股本 6.82%。","335,513,916 / 4,921,693,196 = 6.82%",The pro forma assumes no other share-capital change and no conversion-price adjustment before full conversion.
MEITU-CRIT-028,alibaba_cb.conversion_option_and_maturity_redemption,F14,87f27e999e523ddfc074850b561371783ff14e92891f20c2d100bdd8becec47f,5,Convertible Bonds · Conversion Right and Redemption at Maturity,8,21,6dc209085a675ba0e5a257f87213cd07ea173474d47ffc9405cb10ba4dfd9755,9e0198a88e87610ce6943ae2757556d8ffb4ba844807a79d0396337024fe4acb,three-year contractual term from issue date,contract terms,,issuer_convertible_bond_contract,not_applicable,债券持有人可在转换期选择转股；未提前赎回或转换的债券到期由公司按未偿本金及应计利息赎回。,unconverted_case = principal_plus_accrued_interest_cash_redemption; converted_case = shares_issued_under_conversion_formula,Conversion is at the bondholder's option and is not automatically caused by the share price moving above HK$6.
MEITU-CRIT-029,governance_2026.premature_results_video,R05,3293a73366f9ab64bdbfa66a670ad2a1aa531c367fbd5cd6e9b3e97133c5bca8,1,Supplemental Information · Previous Trading Halt,27,36,ee20b28b9657cff0fe9f81e8d7bef13c171b41b46692ce2da4d5460f253cb5be,8f2186af6b4761c6fa0d09ad245f372335d601864b66c85426dfd2ed6f72a47c,event on 2026-03-25; disclosed 2026-06-18,event,,issuer_disclosure_controls,not_applicable,公司调查称，公关人员在测试草稿宣传视频时，于 2026 年 3 月 25 日收市后在官方抖音意外披露财务信息。,directly_reported_event_summary,该事实来自公司调查及公告；它证明事件发生和公司对原因的表述，不独立证明内部控制已持续有效。
MEITU-CRIT-030,governance_2026.trading_halt_and_remediation,R05,3293a73366f9ab64bdbfa66a670ad2a1aa531c367fbd5cd6e9b3e97133c5bca8,6,Remedial Actions · Platform Testing and Uploading Procedures,2,23,ee20b28b9657cff0fe9f81e8d7bef13c171b41b46692ce2da4d5460f253cb5be,e9d0b95f776347a47c4ab6501bc2cc131cde92c183d6688dc7aad3b4da2c4065,2026-03-26 to 2026-03-30,event,,issuer_trading_and_disclosure_controls,not_applicable,股份于 3 月 26 日上午九时停牌、3 月 30 日上午九时复牌；公司披露了测试、复核和双人监督等整改。,directly_reported_event_summary,公告记录了已宣布或实施的整改程序，但未来控制有效性仍需后续披露、审计与是否再发生事件验证。
MEITU-CRIT-031,governance_2025.late_treasury_investment_disclosure,R05,3293a73366f9ab64bdbfa66a670ad2a1aa531c367fbd5cd6e9b3e97133c5bca8,1,BlackRock Liquidity Fund Subscriptions,15,26,ee20b28b9657cff0fe9f81e8d7bef13c171b41b46692ce2da4d5460f253cb5be,8f2186af6b4761c6fa0d09ad245f372335d601864b66c85426dfd2ed6f72a47c,transactions on 2025-01-03 and 2025-01-27; disclosed 2026-06-18,USD,USD,consolidated_group_treasury_transactions_and_listing_rule_controls,not_applicable,"两笔 BlackRock 流动性基金认购分别为 41,310,000 美元和 23,026,000 美元；合并后第二笔构成须披露交易。","41,310,000 + 23,026,000 = 64,336,000",基金本身的资产风险与迟延披露这一控制问题应分开评价；本锚点只证明交易金额与迟延披露事实。
